"player_name","first_name_punc","last_name_punc","first_name_lower","last_name_lower","last_name_suffix","bbref_link","bbref_id","first_season","last_season","espn_link","espn_number","espn_id","first_year_in_school","last_year_in_school","school_1_name","school_1_id","school_2_name","school_2_id","sport_ref_id","school_3_name","school_3_id"
"Serge Ibaka","Serge","Ibaka","serge","ibaka",NA,"i/ibakase01","ibakase01",2010,2019,"3439/serge-ibaka",3439,"serge-ibaka",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Stephen Curry","Stephen","Curry","stephen","curry",NA,"c/curryst01","curryst01",2010,2019,"3975/stephen-curry",3975,"stephen-curry",NA,NA,"Davidson",NA,NA,NA,"stephen-curry-1",NA,NA
"Sundiata Gaines","Sundiata","Gaines","sundiata","gaines",NA,"g/gainesu01","gainesu01",2010,2012,"4224/sundiata-gaines",4224,"sundiata-gaines",NA,NA,NA,"georgia",NA,NA,"sundiata-gaines-1",NA,NA
"Taj Gibson","Taj","Gibson","taj","gibson",NA,"g/gibsota01","gibsota01",2010,2019,"3986/taj-gibson",3986,"taj-gibson",NA,NA,NA,"southern-california",NA,NA,"taj-gibson-1",NA,NA
"Taylor Griffin","Taylor","Griffin","taylor","griffin",NA,"g/griffta01","griffta01",2010,2010,"3990/taylor-griffin",3990,"taylor-griffin",NA,NA,NA,"oklahoma",NA,NA,"taylor-griffin-1",NA,NA
"Terrence Williams","Terrence","Williams","terrence","williams",NA,"w/willite01","willite01",2010,2013,"4019/terrence-williams",4019,"terrence-williams",NA,NA,NA,"louisville",NA,NA,"terrence-williams-1",NA,NA
"Toney Douglas","Toney","Douglas","toney","douglas",NA,"d/douglto01","douglto01",2010,2017,"3979/toney-douglas",3979,"toney-douglas",NA,NA,NA,"auburn","Florida","florida-state","toney-douglas-1",NA,NA
"Trey Gilder","Trey","Gilder","trey","gilder",NA,"g/gildetr01","gildetr01",2010,2010,"4021/trey-gilder",4021,"trey-gilder",NA,NA,NA,"mcneese-state","Northwestern","northwestern-state","trey-gilder-1",NA,NA
"Ty Lawson","Ty","Lawson","ty","lawson",NA,"l/lawsoty01","lawsoty01",2010,2017,"4000/ty-lawson",4000,"ty-lawson",NA,NA,NA,"north-carolina",NA,NA,"ty-lawson-1",NA,NA
"Tyler Hansbrough","Tyler","Hansbrough","tyler","hansbrough",NA,"h/hansbty01","hansbty01",2010,2016,"3991/tyler-hansbrough",3991,"tyler-hansbrough",NA,NA,NA,"north-carolina",NA,NA,"tyler-hansbrough-1",NA,NA
"Tyreke Evans","Tyreke","Evans","tyreke","evans",NA,"e/evansty01","evansty01",2010,2019,"3983/tyreke-evans",3983,"tyreke-evans",NA,NA,NA,"memphis",NA,NA,"tyreke-evans-1",NA,NA
"Wayne Ellington","Wayne","Ellington","wayne","ellington",NA,"e/ellinwa01","ellinwa01",2010,2019,"3981/wayne-ellington",3981,"wayne-ellington",NA,NA,NA,"north-carolina",NA,NA,"wayne-ellington-1",NA,NA
"Wesley Matthews","Wesley","Matthews","wesley","matthews",NA,"m/matthwe02","matthwe02",2010,2019,"4032/wesley-matthews",4032,"wesley-matthews",NA,NA,NA,"marquette",NA,NA,"wesley-matthews-1",NA,NA
"Al-Farouq Aminu","Al-Farouq","Aminu","al-farouq","aminu",NA,"a/aminual01","aminual01",2011,2019,"4248/al-farouq-aminu",4248,"al-farouq-aminu",NA,NA,NA,"wake-forest",NA,NA,"al-farouq-aminu-1",NA,NA
"Andy Rautins","Andy","Rautins","andy","rautins",NA,"r/rautian01","rautian01",2011,2011,"4285/andy-rautins",4285,"andy-rautins",NA,NA,NA,"syracuse",NA,NA,"andy-rautins-1",NA,NA
"Armon Johnson","Armon","Johnson","armon","johnson",NA,"j/johnsar02","johnsar02",2011,2012,"4279/armon-johnson",4279,"armon-johnson",NA,NA,"Nevada",NA,NA,NA,"armon-johnson-1",NA,NA
"Avery Bradley","Avery","Bradley","avery","bradley",NA,"b/bradlav01","bradlav01",2011,2019,"4240/avery-bradley",4240,"avery-bradley",NA,NA,"Texas",NA,NA,NA,"avery-bradley-1",NA,NA
"Ben Uzoh","Ben","Uzoh","ben","uzoh",NA,"u/uzohbe01","uzohbe01",2011,2012,"4296/ben-uzoh",4296,"ben-uzoh",NA,NA,NA,"tulsa",NA,NA,"ben-uzoh-1",NA,NA
"Blake Griffin","Blake","Griffin","blake","griffin",NA,"g/griffbl01","griffbl01",2011,2019,"3989/blake-griffin",3989,"blake-griffin",NA,NA,NA,"oklahoma",NA,NA,"blake-griffin-1",NA,NA
"Chris Johnson","Chris","Johnson","chris","johnson",NA,"j/johnsch03","johnsch03",2011,2013,"4400/chris-johnson",4400,"chris-johnson",NA,NA,NA,"louisiana-state",NA,NA,"chris-johnson-2",NA,NA
"Chris Johnson","Chris","Johnson","chris","johnson",NA,"j/johnsch04","johnsch04",2013,2016,"2325975/chris-johnson",2325975,"chris-johnson",NA,NA,NA,"dayton",NA,NA,"chris-johnson-1",NA,NA
"Christian Eyenga","Christian","Eyenga","christian","eyenga",NA,"e/eyengch01","eyengch01",2011,2012,"3984/christian-eyenga",3984,"christian-eyenga",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cole Aldrich","Cole","Aldrich","cole","aldrich",NA,"a/aldrico01","aldrico01",2011,2018,"4267/cole-aldrich",4267,"cole-aldrich",NA,NA,NA,"kansas",NA,NA,"cole-aldrich-1",NA,NA
"Craig Brackins","Craig","Brackins","craig","brackins",NA,"b/brackcr01","brackcr01",2011,2012,"4254/craig-brackins",4254,"craig-brackins",NA,NA,NA,"iowa-state",NA,NA,"craig-brackins-1",NA,NA
"Damion James","Damion","James","damion","james",NA,"j/jamesda01","jamesda01",2011,2014,"4252/damion-james",4252,"damion-james",NA,NA,"Texas",NA,NA,NA,"damion-james-1",NA,NA
"DeMarcus Cousins","DeMarcus","Cousins","demarcus","cousins",NA,"c/couside01","couside01",2011,2019,"4258/demarcus-cousins",4258,"demarcus-cousins",NA,NA,NA,"kentucky",NA,NA,"demarcus-cousins-1",NA,NA
"Derrick Caracter","Derrick","Caracter","derrick","caracter",NA,"c/caracde01","caracde01",2011,2011,"4272/derrick-caracter",4272,"derrick-caracter",NA,NA,NA,"louisville","Texas","texas-el-paso","derrick-caracter-1",NA,NA
"Derrick Favors","Derrick","Favors","derrick","favors",NA,"f/favorde01","favorde01",2011,2019,"4257/derrick-favors",4257,"derrick-favors",NA,NA,"Georgia Tech","georgia-tech",NA,NA,"derrick-favors-1",NA,NA
"Devin Ebanks","Devin","Ebanks","devin","ebanks",NA,"e/ebankde01","ebankde01",2011,2013,"4256/devin-ebanks",4256,"devin-ebanks",NA,NA,NA,"west-virginia",NA,NA,"devin-ebanks-1",NA,NA
"Dexter Pittman","Dexter","Pittman","dexter","pittman",NA,"p/pittmde01","pittmde01",2011,2014,"4283/dexter-pittman",4283,"dexter-pittman",NA,NA,"Texas",NA,NA,NA,"dexter-pittman-1",NA,NA
"Dominique Jones","Dominique","Jones","dominique","jones",NA,"j/jonesdo02","jonesdo02",2011,2013,"4246/dominique-jones",4246,"dominique-jones",NA,NA,NA,"south-florida",NA,NA,"dominique-jones-1",NA,NA
"Ed Davis","Ed","Davis","ed","davis",NA,"d/davised01","davised01",2011,2019,"4259/ed-davis",4259,"ed-davis",NA,NA,NA,"north-carolina",NA,NA,"ed-davis-1",NA,NA
"Ekpe Udoh","Ekpe","Udoh","ekpe","udoh",NA,"u/udohek01","udohek01",2011,2019,"4261/ekpe-udoh",4261,"ekpe-udoh",NA,NA,NA,"michigan","Baylor","baylor","ekpe-udoh-1",NA,NA
"Eric Bledsoe","Eric","Bledsoe","eric","bledsoe",NA,"b/bledser01","bledser01",2011,2019,"4238/eric-bledsoe",4238,"eric-bledsoe",NA,NA,NA,"kentucky",NA,NA,"eric-bledsoe-1",NA,NA
"Evan Turner","Evan","Turner","evan","turner",NA,"t/turneev01","turneev01",2011,2019,"4239/evan-turner",4239,"evan-turner",NA,NA,NA,"ohio-state",NA,NA,"evan-turner-1",NA,NA
"Gani Lawal","Gani","Lawal","gani","lawal",NA,"l/lawalga01","lawalga01",2011,2011,"4281/gani-lawal",4281,"gani-lawal",NA,NA,"Georgia Tech","georgia-tech",NA,NA,"gani-lawal-1",NA,NA
"Garret Siler","Garret","Siler","garret","siler",NA,"s/silerga01","silerga01",2011,2011,"4035/garret-siler",4035,"garret-siler",2006,2009,"Augusta State","augustast",NA,NA,NA,NA,NA
"Gary Forbes","Gary","Forbes","gary","forbes",NA,"f/forbega01","forbega01",2011,2012,"4312/gary-forbes",4312,"gary-forbes",NA,NA,NA,"virginia","Massachusetts","massachusetts","gary-forbes-1",NA,NA
"Gary Neal","Gary","Neal","gary","neal",NA,"n/nealga01","nealga01",2011,2017,"4300/gary-neal",4300,"gary-neal",NA,NA,NA,"la-salle","Towson","towson","gary-neal-1",NA,NA
"Gordon Hayward","Gordon","Hayward","gordon","hayward",NA,"h/haywago01","haywago01",2011,2019,"4249/gordon-hayward",4249,"gordon-hayward",NA,NA,NA,"butler",NA,NA,"gordon-hayward-1",NA,NA
"Greg Monroe","Greg","Monroe","greg","monroe",NA,"m/monrogr01","monrogr01",2011,2019,"4260/greg-monroe",4260,"greg-monroe",NA,NA,NA,"georgetown",NA,NA,"greg-monroe-1",NA,NA
"Greivis Vasquez","Greivis","Vasquez","greivis","vasquez",NA,"v/vasqugr01","vasqugr01",2011,2017,"4291/greivis-vasquez",4291,"greivis-vasquez",NA,NA,NA,"maryland",NA,NA,"greivis-vasquez-1",NA,NA
"Hamady N'Diaye","Hamady","N'Diaye","hamady","ndiaye",NA,"n/ndiayha01","ndiayha01",2011,2014,"4282/hamady-ndiaye",4282,"hamady-ndiaye",NA,NA,NA,"rutgers",NA,NA,"hamady-ndiaye-1",NA,NA
"Hassan Whiteside","Hassan","Whiteside","hassan","whiteside",NA,"w/whiteha01","whiteha01",2011,2019,"4262/hassan-whiteside",4262,"hassan-whiteside",NA,NA,NA,"marshall",NA,NA,"hassan-whiteside-1",NA,NA
"Ish Smith","Ish","Smith","ish","smith",NA,"s/smithis01","smithis01",2011,2019,"4305/ish-smith",4305,"ish-smith",NA,NA,NA,NA,NA,NA,NA,NA,NA
"James Anderson","James","Anderson","james","anderson",NA,"a/anderja01","anderja01",2011,2016,"4242/james-anderson",4242,"james-anderson",NA,NA,NA,"oklahoma-state",NA,NA,"james-anderson-3",NA,NA
"Jeff Adrien","Jeff","Adrien","jeff","adrien",NA,"a/adrieje01","adrieje01",2011,2015,"4335/jeff-adrien",4335,"jeff-adrien",NA,NA,NA,"connecticut",NA,NA,"jeff-adrien-1",NA,NA
"Jeremy Evans","Jeremy","Evans","jeremy","evans",NA,"e/evansje01","evansje01",2011,2018,"4295/jeremy-evans",4295,"jeremy-evans",NA,NA,NA,"western-kentucky",NA,NA,"jeremy-evans-1",NA,NA
"Jeremy Lin","Jeremy","Lin","jeremy","lin",NA,"l/linje01","linje01",2011,2019,"4299/jeremy-lin",4299,"jeremy-lin",NA,NA,NA,"harvard",NA,NA,"jeremy-lin-1",NA,NA
"John Wall","John","Wall","john","wall",NA,"w/walljo01","walljo01",2011,2019,"4237/john-wall",4237,"john-wall",NA,NA,NA,"kentucky",NA,NA,"john-wall-1",NA,NA
"Jordan Crawford","Jordan","Crawford","jordan","crawford",NA,"c/crawfjo02","crawfjo02",2011,2018,"4243/jordan-crawford",4243,"jordan-crawford",NA,NA,NA,"indiana","Xavier","xavier","jordan-crawford-1",NA,NA
"Kevin Seraphin","Kevin","Seraphin","kevin","seraphin",NA,"s/serapke01","serapke01",2011,2017,"4289/kevin-seraphin",4289,"kevin-seraphin",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lance Stephenson","Lance","Stephenson","lance","stephenson",NA,"s/stephla01","stephla01",2011,2019,"4244/lance-stephenson",4244,"lance-stephenson",NA,NA,NA,"cincinnati",NA,NA,"lance-stephenson-1",NA,NA
"Landry Fields","Landry","Fields","landry","fields",NA,"f/fieldla01","fieldla01",2011,2015,"4274/landry-fields",4274,"landry-fields",NA,NA,NA,"stanford",NA,NA,"landry-fields-1",NA,NA
"Larry Owens","Larry","Owens","larry","owens",NA,"o/owensla01","owensla01",2011,2012,"4179/larry-owens",4179,"larry-owens",NA,NA,NA,"oral-roberts",NA,NA,"larry-owens-1",NA,NA
"Larry Sanders","Larry","Sanders","larry","sanders",NA,"s/sandela01","sandela01",2011,2017,"4265/larry-sanders",4265,"larry-sanders",NA,NA,NA,"virginia-commonwealth",NA,NA,"larry-sanders-1",NA,NA
"Lazar Hayward","Lazar","Hayward","lazar","hayward",NA,"h/haywala01","haywala01",2011,2013,"4277/lazar-hayward",4277,"lazar-hayward",NA,NA,NA,"marquette",NA,NA,"lazar-hayward-1",NA,NA
"Luke Babbitt","Luke","Babbitt","luke","babbitt",NA,"b/babbilu01","babbilu01",2011,2018,"4250/luke-babbitt",4250,"luke-babbitt",NA,NA,"Nevada",NA,NA,NA,"luke-babbitt-1",NA,NA
"Luke Harangody","Luke","Harangody","luke","harangody",NA,"h/haranlu01","haranlu01",2011,2012,"4276/luke-harangody",4276,"luke-harangody",NA,NA,NA,"notre-dame",NA,NA,"luke-harangody-1",NA,NA
"Manny Harris","Manny","Harris","manny","harris",NA,"h/harrima01","harrima01",2011,2017,"4360/manny-harris",4360,"manny-harris",NA,NA,NA,"michigan",NA,NA,"manny-harris-1",NA,NA
"Marcus Cousin","Marcus","Cousin","marcus","cousin",NA,"c/cousima01","cousima01",2011,2011,"4325/marcus-cousin",4325,"marcus-cousin",NA,NA,NA,"seton-hall","Houston","houston","marcus-cousin-1",NA,NA
"Mustafa Shakur","Mustafa","Shakur","mustafa","shakur",NA,"s/shakumu01","shakumu01",2011,2014,"3252/mustafa-shakur",3252,"mustafa-shakur",NA,NA,NA,"arizona",NA,NA,"mustafa-shakur-1",NA,NA
"Nikola Pekovic","Nikola","Pekovic","nikola","pekovic",NA,"p/pekovni01","pekovni01",2011,2016,"3453/nikola-pekovic",3453,"nikola-pekovic",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Omer Asik","Omer","Asik","omer","asik",NA,"a/asikom01","asikom01",2011,2018,"3414/omer-asik",3414,"omer-asik",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pape Sy","Pape","Sy","pape","sy",NA,"s/sypa01","sypa01",2011,2011,"4290/pape-sy",4290,"pape-sy",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Patrick Ewing","Patrick","Ewing","patrick","ewing",NA,"e/ewingpa02","ewingpa02",2011,2011,"3426/patrick-ewing-jr.",3426,"patrick-ewing-jr.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Patrick Patterson","Patrick","Patterson","patrick","patterson",NA,"p/pattepa01","pattepa01",2011,2019,"4264/patrick-patterson",4264,"patrick-patterson",NA,NA,NA,"kentucky",NA,NA,"patrick-patterson-1",NA,NA
"Paul George","Paul","George","paul","george",NA,"g/georgpa01","georgpa01",2011,2019,"4251/paul-george",4251,"paul-george",NA,NA,"Fresno State","fresno-state",NA,NA,"paul-george-1",NA,NA
"Quincy Pondexter","Quincy","Pondexter","quincy","pondexter",NA,"p/pondequ01","pondequ01",2011,2019,"4253/quincy-pondexter",4253,"quincy-pondexter",NA,NA,NA,"washington",NA,NA,"quincy-pondexter-1",NA,NA
"Samardo Samuels","Samardo","Samuels","samardo","samuels",NA,"s/samuesa01","samuesa01",2011,2013,"4304/samardo-samuels",4304,"samardo-samuels",NA,NA,NA,"louisville",NA,NA,"samardo-samuels-1",NA,NA
"Semih Erden","Semih","Erden","semih","erden",NA,"e/erdense01","erdense01",2011,2012,"3425/semih-erden",3425,"semih-erden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sherron Collins","Sherron","Collins","sherron","collins",NA,"c/collish01","collish01",2011,2011,"4302/sherron-collins",4302,"sherron-collins",NA,NA,NA,"kansas",NA,NA,"sherron-collins-1",NA,NA
"Solomon Alabi","Solomon","Alabi","solomon","alabi",NA,"a/alabiso01","alabiso01",2011,2012,"4268/solomon-alabi",4268,"solomon-alabi",NA,NA,NA,"florida-state",NA,NA,"solomon-alabi-1",NA,NA
"Tiago Splitter","Tiago","Splitter","tiago","splitter",NA,"s/splitti01","splitti01",2011,2017,"3233/tiago-splitter",3233,"tiago-splitter",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Timofey Mozgov","Timofey","Mozgov","timofey","mozgov",NA,"m/mozgoti01","mozgoti01",2011,2018,"4298/timofey-mozgov",4298,"timofey-mozgov",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Trevor Booker","Trevor","Booker","trevor","booker",NA,"b/booketr01","booketr01",2011,2018,"4270/trevor-booker",4270,"trevor-booker",NA,NA,NA,"clemson",NA,NA,"trevor-booker-1",NA,NA
"Wesley Johnson","Wesley","Johnson","wesley","johnson",NA,"j/johnswe01","johnswe01",2011,2019,"4247/wesley-johnson",4247,"wesley-johnson",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Willie Warren","Willie","Warren","willie","warren",NA,"w/warrewi01","warrewi01",2011,2011,"4292/willie-warren",4292,"willie-warren",NA,NA,NA,"oklahoma",NA,NA,"willie-warren-1",NA,NA
"Xavier Henry","Xavier","Henry","xavier","henry",NA,"h/henryxa01","henryxa01",2011,2015,"4241/xavier-henry",4241,"xavier-henry",NA,NA,NA,"kansas",NA,NA,"xavier-henry-1",NA,NA
"Zabian Dowdell","Zabian","Dowdell","zabian","dowdell",NA,"d/dowdeza01","dowdeza01",2011,2011,"4327/zabian-dowdell",4327,"zabian-dowdell",NA,NA,"Virginia Tech","virginia-tech",NA,NA,"zabian-dowdell-1",NA,NA
"Alec Burks","Alec","Burks","alec","burks",NA,"b/burksal01","burksal01",2012,2019,"6429/alec-burks",6429,"alec-burks",NA,NA,NA,"colorado",NA,NA,"alec-burks-1",NA,NA
"Andrew Goudelock","Andrew","Goudelock","andrew","goudelock",NA,"g/goudean01","goudean01",2012,2016,"6435/andrew-goudelock",6435,"andrew-goudelock",NA,NA,NA,"college-of-charleston",NA,NA,"andrew-goudelock-1",NA,NA
"Bismack Biyombo","Bismack","Biyombo","bismack","biyombo",NA,"b/biyombi01","biyombi01",2012,2019,"6427/bismack-biyombo",6427,"bismack-biyombo",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brandon Knight","Brandon","Knight","brandon","knight",NA,"k/knighbr03","knighbr03",2012,2019,"6448/brandon-knight",6448,"brandon-knight",NA,NA,NA,"kentucky",NA,NA,"brandon-knight-1",NA,NA
"Carldell Johnson","Carldell","Johnson","carldell","johnson",NA,"j/johnsca01","johnsca01",2012,2012,"6484/carldell-johnson",6484,"carldell-johnson",NA,NA,"Alabama","alabama-birmingham",NA,NA,"carldell-johnson-1",NA,NA
"Chandler Parsons","Chandler","Parsons","chandler","parsons",NA,"p/parsoch01","parsoch01",2012,2019,"6466/chandler-parsons",6466,"chandler-parsons",NA,NA,NA,"florida",NA,NA,"chandler-parsons-1",NA,NA
"Charles Jenkins","Charles","Jenkins","charles","jenkins",NA,"j/jenkich01","jenkich01",2012,2013,"6444/charles-jenkins",6444,"charles-jenkins",NA,NA,NA,"hofstra",NA,NA,"charles-jenkins-1",NA,NA
"Chris Singleton","Chris","Singleton","chris","singleton",NA,"s/singlch01","singlch01",2012,2014,"6470/chris-singleton",6470,"chris-singleton",NA,NA,NA,"florida-state",NA,NA,"chris-singleton-1",NA,NA
"Chris Wright","Chris","Wright","chris","wright",NA,"w/wrighch01","wrighch01",2012,2014,"6501/chris-wright",6501,"chris-wright",NA,NA,NA,"dayton",NA,NA,"chris-wright-1",NA,NA
"Chris Wright","Chris","Wright","chris","wright",NA,"w/wrighch02","wrighch02",2013,2013,"6666/chris-wright",6666,"chris-wright",NA,NA,NA,"georgetown",NA,NA,"chris-wright-2",NA,NA
"Cory Higgins","Cory","Higgins","cory","higgins",NA,"h/higgico01","higgico01",2012,2013,"6544/cory-higgins",6544,"cory-higgins",NA,NA,NA,"colorado",NA,NA,"cory-higgins-1",NA,NA
"Cory Joseph","Cory","Joseph","cory","joseph",NA,"j/josepco01","josepco01",2012,2019,"6446/cory-joseph",6446,"cory-joseph",NA,NA,"Texas",NA,NA,NA,"cory-joseph-1",NA,NA
"Courtney Fortson","Courtney","Fortson","courtney","fortson",NA,"f/fortsco01","fortsco01",2012,2012,"6541/courtney-fortson",6541,"courtney-fortson",NA,NA,NA,"arkansas",NA,NA,"courtney-fortson-1",NA,NA
"D.J. Kennedy","D.J.","Kennedy","dj","kennedy",NA,"k/kennedj01","kennedj01",2012,2012,"6574/d.j.-kennedy",6574,"d.j.-kennedy",NA,NA,"St","st-johns-ny",NA,NA,"dj-kennedy-1",NA,NA
"Daniel Orton","Daniel","Orton","daniel","orton",NA,"o/ortonda01","ortonda01",2012,2014,"4263/daniel-orton",4263,"daniel-orton",NA,NA,NA,"kentucky",NA,NA,"daniel-orton-1",NA,NA
"Darington Hobson","Darington","Hobson","darington","hobson",NA,"h/hobsoda01","hobsoda01",2012,2012,"4278/darington-hobson",4278,"darington-hobson",NA,NA,NA,"new-mexico",NA,NA,"darington-hobson-1",NA,NA
"Darius Morris","Darius","Morris","darius","morris",NA,"m/morrida01","morrida01",2012,2015,"6463/darius-morris",6463,"darius-morris",NA,NA,NA,"michigan",NA,NA,"darius-morris-1",NA,NA
"DeAndre Liggins","DeAndre","Liggins","deandre","liggins",NA,"l/liggide01","liggide01",2012,2018,"6453/deandre-liggins",6453,"deandre-liggins",NA,NA,NA,"kentucky",NA,NA,"deandre-liggins-1",NA,NA
"Dennis Horner","Dennis","Horner","dennis","horner",NA,"h/hornede01","hornede01",2012,2012,"6527/dennis-horner",6527,"dennis-horner",NA,NA,NA,"north-carolina-state",NA,NA,"dennis-horner-1",NA,NA
"Derrick Byars","Derrick","Byars","derrick","byars",NA,"b/byarsde01","byarsde01",2012,2012,"3193/derrick-byars",3193,"derrick-byars",NA,NA,NA,"virginia","Vanderbilt","vanderbilt","derrick-byars-1",NA,NA
"Derrick Williams","Derrick","Williams","derrick","williams",NA,"w/willide02","willide02",2012,2018,"6480/derrick-williams",6480,"derrick-williams",NA,NA,NA,"arizona",NA,NA,"derrick-williams-2",NA,NA
"Donald Sloan","Donald","Sloan","donald","sloan",NA,"s/sloando01","sloando01",2012,2016,"4303/donald-sloan",4303,"donald-sloan",NA,NA,"Texas A","texas-am",NA,NA,"donald-sloan-1",NA,NA
"E'Twaun Moore","E'Twaun","Moore","etwaun","moore",NA,"m/mooreet01","mooreet01",2012,2019,"6460/e'twaun-moore",6460,"e'twaun-moore",NA,NA,NA,"purdue",NA,NA,"etwaun-moore-1",NA,NA
"Edwin Ubiles","Edwin","Ubiles","edwin","ubiles",NA,"u/ubileed01","ubileed01",2012,2012,"6518/edwin-ubiles",6518,"edwin-ubiles",NA,NA,"Siena",NA,NA,NA,"edwin-ubiles-1",NA,NA
"Elliot Williams","Elliot","Williams","elliot","williams",NA,"w/williel01","williel01",2012,2016,"4294/elliot-williams",4294,"elliot-williams",NA,NA,NA,"duke","Memphis","memphis","elliot-williams-1",NA,NA
"Enes Kanter","Enes","Kanter","enes","kanter",NA,"k/kanteen01","kanteen01",2012,2019,"6447/enes-kanter",6447,"enes-kanter",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Eric Dawson","Eric","Dawson","eric","dawson",NA,"d/dawsoer01","dawsoer01",2012,2012,"6555/eric-dawson",6555,"eric-dawson",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Greg Smith","Greg","Smith","greg","smith",NA,"s/smithgr02","smithgr02",2012,2016,"6530/greg-smith",6530,"greg-smith",NA,NA,"Fresno State","fresno-state",NA,NA,"greg-smith-3",NA,NA
"Greg Stiemsma","Greg","Stiemsma","greg","stiemsma",NA,"s/stiemgr01","stiemgr01",2012,2015,"4235/greg-stiemsma",4235,"greg-stiemsma",NA,NA,NA,"wisconsin",NA,NA,"greg-stiemsma-1",NA,NA
"Gustavo Ayon","Gustavo","Ayon","gustavo","ayon",NA,"a/ayongu01","ayongu01",2012,2014,"6546/gustavo-ayon",6546,"gustavo-ayon",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Iman Shumpert","Iman","Shumpert","iman","shumpert",NA,"s/shumpim01","shumpim01",2012,2019,"6468/iman-shumpert",6468,"iman-shumpert",NA,NA,"Georgia Tech","georgia-tech",NA,NA,"iman-shumpert-1",NA,NA
"Isaiah Thomas","Isaiah","Thomas","isaiah","thomas",NA,"t/thomais02","thomais02",2012,2019,"6472/isaiah-thomas",6472,"isaiah-thomas",NA,NA,NA,"washington",NA,NA,"isaiah-thomas-1",NA,NA
"Ivan Johnson","Ivan","Johnson","ivan","johnson",NA,"j/johnsiv01","johnsiv01",2012,2013,"6534/ivan-johnson",6534,"ivan-johnson",NA,2006,"Oregon","oregon",NA,NA,"ivan-johnson-1",NA,NA
"JaJuan Johnson","JaJuan","Johnson","jajuan","johnson",NA,"j/johnsja02","johnsja02",2012,2012,"6445/jajuan-johnson",6445,"jajuan-johnson",NA,NA,NA,"purdue",NA,NA,"jajuan-johnson-1",NA,NA
"Jan Vesely","Jan","Vesely","jan","vesely",NA,"v/veselja01","veselja01",2012,2014,"4165/jan-vesely",4165,"jan-vesely",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jeff Foote","Jeff","Foote","jeff","foote",NA,"f/footeje01","footeje01",2012,2012,"6558/jeff-foote",6558,"jeff-foote",NA,NA,NA,"cornell",NA,NA,"jeff-foote-1",NA,NA
"Jeremy Pargo","Jeremy","Pargo","jeremy","pargo",NA,"p/pargoje01","pargoje01",2012,2013,"6497/jeremy-pargo",6497,"jeremy-pargo",NA,NA,NA,"gonzaga",NA,NA,"jeremy-pargo-1",NA,NA
"Jeremy Tyler","Jeremy","Tyler","jeremy","tyler",NA,"t/tylerje01","tylerje01",2012,2014,"6476/jeremy-tyler",6476,"jeremy-tyler",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jerome Dyson","Jerome","Dyson","jerome","dyson",NA,"d/dysonje01","dysonje01",2012,2012,"4320/jerome-dyson",4320,"jerome-dyson",NA,NA,NA,"connecticut",NA,NA,"jerome-dyson-1",NA,NA
"Jerome Jordan","Jerome","Jordan","jerome","jordan",NA,"j/jordaje01","jordaje01",2012,2015,"4280/jerome-jordan",4280,"jerome-jordan",NA,NA,NA,"tulsa",NA,NA,"jerome-jordan-1",NA,NA
"Jerry Smith","Jerry","Smith","jerry","smith",NA,"s/smithje01","smithje01",2012,2012,"6528/jerry-smith",6528,"jerry-smith",NA,NA,NA,"louisville",NA,NA,"jerry-smith-1",NA,NA
"Jimmer Fredette","Jimmer","Fredette","jimmer","fredette",NA,"f/fredeji01","fredeji01",2012,2019,"6434/jimmer-fredette",6434,"jimmer-fredette",NA,NA,NA,"brigham-young",NA,NA,"jimmer-fredette-1",NA,NA
"Jimmy Butler","Jimmy","Butler","jimmy","butler",NA,"b/butleji01","butleji01",2012,2019,"6430/jimmy-butler",6430,"jimmy-butler",NA,NA,NA,"marquette",NA,NA,"jimmy-butler-1",NA,NA
"Jon Leuer","Jon","Leuer","jon","leuer",NA,"l/leuerjo01","leuerjo01",2012,2019,"6452/jon-leuer",6452,"jon-leuer",NA,NA,NA,"wisconsin",NA,NA,"jon-leuer-1",NA,NA
"Jordan Hamilton","Jordan","Hamilton","jordan","hamilton",NA,"h/hamiljo02","hamiljo02",2012,2016,"6436/jordan-hamilton",6436,"jordan-hamilton",NA,NA,"Texas",NA,NA,NA,"jordan-hamilton-2",NA,NA
"Jordan Williams","Jordan","Williams","jordan","williams",NA,"w/willijo03","willijo03",2012,2012,"6481/jordan-williams",6481,"jordan-williams",NA,NA,NA,"maryland",NA,NA,"jordan-williams-1",NA,NA
