"player_name","first_name_punc","last_name_punc","first_name_lower","last_name_lower","last_name_suffix","bbref_link","bbref_id","first_season","last_season","espn_link","espn_number","espn_id","first_year_in_school","last_year_in_school","school_1_name","school_1_id","school_2_name","school_2_id","sport_ref_id","school_3_name","school_3_id"
"Josh Harrellson","Josh","Harrellson","josh","harrellson",NA,"h/harrejo01","harrejo01",2012,2014,"6439/josh-harrellson",6439,"josh-harrellson",NA,NA,NA,"kentucky",NA,NA,"josh-harrellson-1",NA,NA
"Josh Selby","Josh","Selby","josh","selby",NA,"s/selbyjo01","selbyjo01",2012,2013,"6467/josh-selby",6467,"josh-selby",NA,NA,NA,"kansas",NA,NA,"josh-selby-1",NA,NA
"Julyan Stone","Julyan","Stone","julyan","stone",NA,"s/stoneju01","stoneju01",2012,2018,"6543/julyan-stone",6543,"julyan-stone",NA,NA,"Texas","texas-el-paso",NA,NA,"julyan-stone-1",NA,NA
"Justin Dentmon","Justin","Dentmon","justin","dentmon",NA,"d/dentmju01","dentmju01",2012,2013,"6483/justin-dentmon",6483,"justin-dentmon",NA,NA,NA,"washington",NA,NA,"justin-dentmon-1",NA,NA
"Justin Harper","Justin","Harper","justin","harper",NA,"h/harpeju01","harpeju01",2012,2017,"6438/justin-harper",6438,"justin-harper",NA,NA,NA,"richmond",NA,NA,"justin-harper-1",NA,NA
"Kawhi Leonard","Kawhi","Leonard","kawhi","leonard",NA,"l/leonaka01","leonaka01",2012,2019,"6450/kawhi-leonard",6450,"kawhi-leonard",NA,NA,NA,"san-diego-state",NA,NA,"kawhi-leonard-1",NA,NA
"Keith Benson","Keith","Benson","keith","benson",NA,"b/bensoke02","bensoke02",2012,2012,"6425/keith-benson",6425,"keith-benson",NA,NA,NA,"oakland",NA,NA,"keith-benson-1",NA,NA
"Kemba Walker","Kemba","Walker","kemba","walker",NA,"w/walkeke02","walkeke02",2012,2019,"6479/kemba-walker",6479,"kemba-walker",NA,NA,NA,"connecticut",NA,NA,"kemba-walker-1",NA,NA
"Kenneth Faried","Kenneth","Faried","kenneth","faried",NA,"f/farieke01","farieke01",2012,2019,"6433/kenneth-faried",6433,"kenneth-faried",NA,NA,NA,"morehead-state",NA,NA,"kenneth-faried-1",NA,NA
"Klay Thompson","Klay","Thompson","klay","thompson",NA,"t/thompkl01","thompkl01",2012,2019,"6475/klay-thompson",6475,"klay-thompson",NA,NA,NA,"washington-state",NA,NA,"klay-thompson-1",NA,NA
"Kyrie Irving","Kyrie","Irving","kyrie","irving",NA,"i/irvinky01","irvinky01",2012,2019,"6442/kyrie-irving",6442,"kyrie-irving",NA,NA,NA,"duke",NA,NA,"kyrie-irving-1",NA,NA
"Lance Thomas","Lance","Thomas","lance","thomas",NA,"t/thomala01","thomala01",2012,2019,"6485/lance-thomas",6485,"lance-thomas",NA,NA,NA,"duke",NA,NA,"lance-thomas-1",NA,NA
"Lavoy Allen","Lavoy","Allen","lavoy","allen",NA,"a/allenla01","allenla01",2012,2017,"6424/lavoy-allen",6424,"lavoy-allen",NA,NA,NA,"temple",NA,NA,"lavoy-allen-1",NA,NA
"Malcolm Lee","Malcolm","Lee","malcolm","lee",NA,"l/leema01","leema01",2012,2015,"6449/malcolm-lee",6449,"malcolm-lee",NA,NA,"UCLA",NA,NA,NA,"malcolm-lee-1",NA,NA
"Malcolm Thomas","Malcolm","Thomas","malcolm","thomas",NA,"t/thomama01","thomama01",2012,2015,"6511/malcolm-thomas",6511,"malcolm-thomas",NA,NA,NA,"pepperdine","San","san-diego-state","malcolm-thomas-2",NA,NA
"Marcus Morris","Marcus","Morris","marcus","morris",NA,"m/morrima03","morrima03",2012,2019,"6462/marcus-morris",6462,"marcus-morris",NA,NA,NA,"kansas",NA,NA,"marcus-morris-1",NA,NA
"Markieff Morris","Markieff","Morris","markieff","morris",NA,"m/morrima02","morrima02",2012,2019,"6461/markieff-morris",6461,"markieff-morris",NA,NA,NA,"kansas",NA,NA,"markieff-morris-1",NA,NA
"MarShon Brooks","MarShon","Brooks","marshon","brooks",NA,"b/brookma01","brookma01",2012,2019,"6428/marshon-brooks",6428,"marshon-brooks",NA,NA,"Providence",NA,NA,NA,"marshon-brooks-1",NA,NA
"Mickell Gladness","Mickell","Gladness","mickell","gladness",NA,"g/gladnmi01","gladnmi01",2012,2012,"4329/mickell-gladness",4329,"mickell-gladness",NA,NA,"Alabama A","alabama-am",NA,NA,"mickell-gladness-1",NA,NA
"Mychel Thompson","Mychel","Thompson","mychel","thompson",NA,"t/thompmy02","thompmy02",2012,2012,"6523/mychel-thompson",6523,"mychel-thompson",NA,NA,NA,"pepperdine",NA,NA,"mychel-thompson-1",NA,NA
"Nikola Vucevic","Nikola","Vucevic","nikola","vucevic",NA,"v/vucevni01","vucevni01",2012,2019,"6478/nikola-vucevic",6478,"nikola-vucevic",NA,NA,NA,"southern-california",NA,NA,"nikola-vucevic-1",NA,NA
"Nolan Smith","Nolan","Smith","nolan","smith",NA,"s/smithno01","smithno01",2012,2013,"6471/nolan-smith",6471,"nolan-smith",NA,NA,NA,"duke",NA,NA,"nolan-smith-1",NA,NA
"Norris Cole","Norris","Cole","norris","cole",NA,"c/coleno01","coleno01",2012,2017,"6431/norris-cole",6431,"norris-cole",NA,NA,NA,"cleveland-state",NA,NA,"norris-cole-1",NA,NA
"Reggie Jackson","Reggie","Jackson","reggie","jackson",NA,"j/jacksre01","jacksre01",2012,2019,"6443/reggie-jackson",6443,"reggie-jackson",NA,NA,NA,"boston-college",NA,NA,"reggie-jackson-1",NA,NA
"Ricky Rubio","Ricky","Rubio","ricky","rubio",NA,"r/rubiori01","rubiori01",2012,2019,"4011/ricky-rubio",4011,"ricky-rubio",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ryan Reid","Ryan","Reid","ryan","reid",NA,"r/reidry01","reidry01",2012,2012,"4286/ryan-reid",4286,"ryan-reid",NA,NA,NA,"florida-state",NA,NA,"ryan-reid-1",NA,NA
"Shelvin Mack","Shelvin","Mack","shelvin","mack",NA,"m/macksh01","macksh01",2012,2019,"6454/shelvin-mack",6454,"shelvin-mack",NA,NA,NA,"butler",NA,NA,"shelvin-mack-1",NA,NA
"Terrel Harris","Terrel","Harris","terrel","harris",NA,"h/harrite01","harrite01",2012,2013,"6490/terrel-harris",6490,"terrel-harris",NA,NA,NA,"oklahoma-state",NA,NA,"terrel-harris-1",NA,NA
"Tobias Harris","Tobias","Harris","tobias","harris",NA,"h/harrito02","harrito02",2012,2019,"6440/tobias-harris",6440,"tobias-harris",NA,NA,NA,"tennessee",NA,NA,"tobias-harris-1",NA,NA
"Travis Leslie","Travis","Leslie","travis","leslie",NA,"l/leslitr01","leslitr01",2012,2012,"6451/travis-leslie",6451,"travis-leslie",NA,NA,NA,"georgia",NA,NA,"travis-leslie-1",NA,NA
"Trey Thompkins","Trey","Thompkins","trey","thompkins",NA,"t/thomptr02","thomptr02",2012,2012,"6473/trey-thompkins",6473,"trey-thompkins",NA,NA,NA,"georgia",NA,NA,"trey-thompkins-1",NA,NA
"Tristan Thompson","Tristan","Thompson","tristan","thompson",NA,"t/thomptr01","thomptr01",2012,2019,"6474/tristan-thompson",6474,"tristan-thompson",NA,NA,"Texas",NA,NA,NA,"tristan-thompson-2",NA,NA
"Tyler Honeycutt","Tyler","Honeycutt","tyler","honeycutt",NA,"h/honeyty01","honeyty01",2012,2013,"6441/tyler-honeycutt",6441,"tyler-honeycutt",NA,NA,"UCLA",NA,NA,NA,"tyler-honeycutt-1",NA,NA
"Vernon Macklin","Vernon","Macklin","vernon","macklin",NA,"m/macklve01","macklve01",2012,2012,"6455/vernon-macklin",6455,"vernon-macklin",NA,NA,NA,"georgetown","Florida","florida","vernon-macklin-1",NA,NA
"Walker Russell","Walker","Russell","walker","russell",NA,"r/russewa02","russewa02",2012,2012,"6526/walker-russell",6526,"walker-russell",NA,NA,NA,"jacksonville-state",NA,NA,"walker-russell-2",NA,NA
"Xavier Silas","Xavier","Silas","xavier","silas",NA,"s/silasxa01","silasxa01",2012,2018,"6499/xavier-silas",6499,"xavier-silas",NA,NA,NA,"colorado","Northern","northern-illinois","xavier-silas-1",NA,NA
"Alexey Shved","Alexey","Shved","alexey","shved",NA,"s/shvedal01","shvedal01",2013,2015,"3882/alexey-shved",3882,"alexey-shved",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Andre Drummond","Andre","Drummond","andre","drummond",NA,"d/drumman01","drumman01",2013,2019,"6585/andre-drummond",6585,"andre-drummond",NA,NA,NA,"connecticut",NA,NA,"andre-drummond-1",NA,NA
"Andrew Nicholson","Andrew","Nicholson","andrew","nicholson",NA,"n/nichoan01","nichoan01",2013,2017,"6614/andrew-nicholson",6614,"andrew-nicholson",NA,NA,"St","st-bonaventure",NA,NA,"andrew-nicholson-1",NA,NA
"Anthony Davis","Anthony","Davis","anthony","davis",NA,"d/davisan02","davisan02",2013,2019,"6583/anthony-davis",6583,"anthony-davis",NA,NA,NA,"kentucky",NA,NA,"anthony-davis-5",NA,NA
"Arnett Moultrie","Arnett","Moultrie","arnett","moultrie",NA,"m/moultar01","moultar01",2013,2014,"6612/arnett-moultrie",6612,"arnett-moultrie",NA,NA,"Texas","texas-el-paso",NA,"mississippi-state","arnett-moultrie-1",NA,NA
"Aron Baynes","Aron","Baynes","aron","baynes",NA,"b/baynear01","baynear01",2013,2019,"2968439/aron-baynes",2968439,"aron-baynes",NA,NA,NA,"washington-state",NA,NA,"aron-baynes-1",NA,NA
"Austin Rivers","Austin","Rivers","austin","rivers",NA,"r/riverau01","riverau01",2013,2019,"6617/austin-rivers",6617,"austin-rivers",NA,NA,NA,"duke",NA,NA,"austin-rivers-1",NA,NA
"Ben Hansbrough","Ben","Hansbrough","ben","hansbrough",NA,"h/hansbbe01","hansbbe01",2013,2013,"6657/ben-hansbrough",6657,"ben-hansbrough",NA,NA,NA,"mississippi-state","Notre","notre-dame","ben-hansbrough-1",NA,NA
"Bernard James","Bernard","James","bernard","james",NA,"j/jamesbe01","jamesbe01",2013,2015,"6593/bernard-james",6593,"bernard-james",NA,NA,NA,"florida-state",NA,NA,"bernard-james--1",NA,NA
"Bradley Beal","Bradley","Beal","bradley","beal",NA,"b/bealbr01","bealbr01",2013,2019,"6580/bradley-beal",6580,"bradley-beal",NA,NA,NA,"florida",NA,NA,"bradley-beal-1",NA,NA
"Brian Roberts","Brian","Roberts","brian","roberts",NA,"r/roberbr01","roberbr01",2013,2017,"6641/brian-roberts",6641,"brian-roberts",NA,NA,NA,"dayton",NA,NA,"brian-roberts-1",NA,NA
"Chris Copeland","Chris","Copeland","chris","copeland",NA,"c/copelch01","copelch01",2013,2016,"6635/chris-copeland",6635,"chris-copeland",NA,NA,NA,"colorado",NA,NA,"chris-copeland-1",NA,NA
"Damian Lillard","Damian","Lillard","damian","lillard",NA,"l/lillada01","lillada01",2013,2019,"6606/damian-lillard",6606,"damian-lillard",NA,NA,NA,"weber-state",NA,NA,"damian-lillard-1",NA,NA
"Darius Johnson-Odom","Darius","Johnson-Odom","darius","johnson-odom",NA,"j/johnsda03","johnsda03",2013,2014,"6596/darius-johnson-odom",6596,"darius-johnson-odom",NA,NA,NA,"marquette",NA,NA,"darius-johnson-odom-1",NA,NA
"Darius Miller","Darius","Miller","darius","miller",NA,"m/milleda01","milleda01",2013,2019,"6610/darius-miller",6610,"darius-miller",NA,NA,NA,"kentucky",NA,NA,"darius-miller-1",NA,NA
"DeQuan Jones","DeQuan","Jones","dequan","jones",NA,"j/jonesde01","jonesde01",2013,2013,"2325490/dequan-jones",2325490,"dequan-jones",NA,NA,NA,"miami-fl",NA,NA,"dequan-jones-1",NA,NA
"Diante Garrett","Diante","Garrett","diante","garrett",NA,"g/garredi02","garredi02",2013,2014,"6663/diante-garrett",6663,"diante-garrett",NA,NA,NA,"iowa-state",NA,NA,"diante-garrett-1",NA,NA
"Dion Waiters","Dion","Waiters","dion","waiters",NA,"w/waitedi01","waitedi01",2013,2019,"6628/dion-waiters",6628,"dion-waiters",NA,NA,NA,"syracuse",NA,NA,"dion-waiters-1",NA,NA
"Donatas Motiejunas","Donatas","Motiejunas","donatas","motiejunas",NA,"m/motiedo01","motiedo01",2013,2019,"6464/donatas-motiejunas",6464,"donatas-motiejunas",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Doron Lamb","Doron","Lamb","doron","lamb",NA,"l/lambdo01","lambdo01",2013,2014,"6604/doron-lamb",6604,"doron-lamb",NA,NA,NA,"kentucky",NA,NA,"doron-lamb-1",NA,NA
"Draymond Green","Draymond","Green","draymond","green",NA,"g/greendr01","greendr01",2013,2019,"6589/draymond-green",6589,"draymond-green",NA,NA,NA,"michigan-state",NA,NA,"draymond-green-1",NA,NA
"Evan Fournier","Evan","Fournier","evan","fournier",NA,"f/fournev01","fournev01",2013,2019,"6588/evan-fournier",6588,"evan-fournier",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fab Melo","Fab","Melo","fab","melo",NA,"m/melofa01","melofa01",2013,2013,"6608/fab-melo",6608,"fab-melo",NA,NA,NA,"syracuse",NA,NA,"fab-melo-1",NA,NA
"Festus Ezeli","Festus","Ezeli","festus","ezeli",NA,"e/ezelife01","ezelife01",2013,2016,"6587/festus-ezeli",6587,"festus-ezeli",NA,NA,NA,"vanderbilt",NA,NA,"festus-ezeli-1",NA,NA
"Harrison Barnes","Harrison","Barnes","harrison","barnes",NA,"b/barneha02","barneha02",2013,2019,"6578/harrison-barnes",6578,"harrison-barnes",NA,NA,NA,"north-carolina",NA,NA,"harrison-barnes-1",NA,NA
"Henry Sims","Henry","Sims","henry","sims",NA,"s/simshe01","simshe01",2013,2016,"6647/henry-sims",6647,"henry-sims",NA,NA,NA,"georgetown",NA,NA,"henry-sims-1",NA,NA
"Jae Crowder","Jae","Crowder","jae","crowder",NA,"c/crowdja01","crowdja01",2013,2019,"6581/jae-crowder",6581,"jae-crowder",NA,NA,NA,"marquette",NA,NA,"jae-crowder-1",NA,NA
"Jared Cunningham","Jared","Cunningham","jared","cunningham",NA,"c/cunnija01","cunnija01",2013,2016,"6582/jared-cunningham",6582,"jared-cunningham",NA,NA,NA,"oregon-state",NA,NA,"jared-cunningham-2",NA,NA
"Jared Sullinger","Jared","Sullinger","jared","sullinger",NA,"s/sullija01","sullija01",2013,2017,"6624/jared-sullinger",6624,"jared-sullinger",NA,NA,NA,"ohio-state",NA,NA,"jared-sullinger-1",NA,NA
"Jarvis Varnado","Jarvis","Varnado","jarvis","varnado",NA,"v/varnaja01","varnaja01",2013,2014,"4266/jarvis-varnado",4266,"jarvis-varnado",NA,NA,NA,"mississippi-state",NA,NA,"jarvis-varnado-1",NA,NA
"Jeffery Taylor","Jeffery","Taylor","jeffery","taylor",NA,"t/tayloje03","tayloje03",2013,2015,"6156/jeffery-taylor",6156,"jeffery-taylor",NA,NA,NA,"vanderbilt",NA,NA,"jeffery-taylor-1",NA,NA
"Jeremy Lamb","Jeremy","Lamb","jeremy","lamb",NA,"l/lambje01","lambje01",2013,2019,"6603/jeremy-lamb",6603,"jeremy-lamb",NA,NA,NA,"connecticut",NA,NA,"jeremy-lamb-1",NA,NA
"Joel Freeland","Joel","Freeland","joel","freeland",NA,"f/freeljo01","freeljo01",2013,2015,"3004/joel-freeland",3004,"joel-freeland",NA,NA,NA,NA,NA,NA,NA,NA,NA
"John Henson","John","Henson","john","henson",NA,"h/hensojo01","hensojo01",2013,2019,"6592/john-henson",6592,"john-henson",NA,NA,NA,"north-carolina",NA,NA,"john-henson-1",NA,NA
"John Jenkins","John","Jenkins","john","jenkins",NA,"j/jenkijo01","jenkijo01",2013,2019,"6594/john-jenkins",6594,"john-jenkins",NA,NA,NA,"vanderbilt",NA,NA,"john-jenkins-1",NA,NA
"Jonas Valanciunas","Jonas","Valanciunas","jonas","valanciunas",NA,"v/valanjo01","valanjo01",2013,2019,"6477/jonas-valanciunas",6477,"jonas-valanciunas",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Josh Akognon","Josh","Akognon","josh","akognon",NA,"a/akognjo01","akognjo01",2013,2013,"6656/josh-akognon",6656,"josh-akognon",NA,NA,NA,"washington-state","Cal","cal-state-fullerton","josh-akognon-1",NA,NA
"Justin Holiday","Justin","Holiday","justin","holiday",NA,"h/holidju01","holidju01",2013,2019,"2284101/justin-holiday",2284101,"justin-holiday",NA,NA,NA,"washington",NA,NA,"justin-holiday-1",NA,NA
"Kendall Marshall","Kendall","Marshall","kendall","marshall",NA,"m/marshke01","marshke01",2013,2016,"6607/kendall-marshall",6607,"kendall-marshall",NA,NA,NA,"north-carolina",NA,NA,"kendall-marshall-1",NA,NA
"Kent Bazemore","Kent","Bazemore","kent","bazemore",NA,"b/bazemke01","bazemke01",2013,2019,"6637/kent-bazemore",6637,"kent-bazemore",NA,NA,NA,"old-dominion",NA,NA,"kent-bazemore-1",NA,NA
"Kevin Jones","Kevin","Jones","kevin","jones",NA,"j/joneske01","joneske01",2013,2013,"2326257/kevin-jones",2326257,"kevin-jones",NA,NA,NA,"west-virginia",NA,NA,"kevin-jones-5",NA,NA
"Kevin Murphy","Kevin","Murphy","kevin","murphy",NA,"m/murphke01","murphke01",2013,2013,"6613/kevin-murphy",6613,"kevin-murphy",NA,NA,"Tennessee Tech","tennessee-tech",NA,NA,"kevin-murphy-1",NA,NA
"Khris Middleton","Khris","Middleton","khris","middleton",NA,"m/middlkh01","middlkh01",2013,2019,"6609/khris-middleton",6609,"khris-middleton",NA,NA,"Texas A","texas-am",NA,NA,"khris-middleton-1",NA,NA
"Kim English","Kim","English","kim","english",NA,"e/engliki01","engliki01",2013,2013,"6586/kim-english",6586,"kim-english",NA,NA,NA,"missouri",NA,NA,"kim-english-1",NA,NA
"Kris Joseph","Kris","Joseph","kris","joseph",NA,"j/josepkr01","josepkr01",2013,2013,"6599/kris-joseph",6599,"kris-joseph",NA,NA,NA,"syracuse",NA,NA,"kris-joseph-1",NA,NA
"Kyle O'Quinn","Kyle","O'Quinn","kyle","oquinn",NA,"o/oquinky01","oquinky01",2013,2019,"6615/kyle-o'quinn",6615,"kyle-o'quinn",NA,NA,NA,"norfolk-state",NA,NA,"kyle-oquinn-1",NA,NA
"Kyle Singler","Kyle","Singler","kyle","singler",NA,"s/singlky01","singlky01",2013,2018,"6469/kyle-singler",6469,"kyle-singler",NA,NA,NA,"duke",NA,NA,"kyle-singler-1",NA,NA
"Luke Zeller","Luke","Zeller","luke","zeller",NA,"z/zellelu01","zellelu01",2013,2013,"6502/luke-zeller",6502,"luke-zeller",NA,NA,NA,"notre-dame",NA,NA,"luke-zeller-1",NA,NA
"Maalik Wayns","Maalik","Wayns","maalik","wayns",NA,"w/waynsma01","waynsma01",2013,2014,"6638/maalik-wayns",6638,"maalik-wayns",NA,NA,NA,"villanova",NA,NA,"maalik-wayns-1",NA,NA
"Marquis Teague","Marquis","Teague","marquis","teague",NA,"t/teaguma01","teaguma01",2013,2018,"6626/marquis-teague",6626,"marquis-teague",NA,NA,NA,"kentucky",NA,NA,"marquis-teague-1",NA,NA
"Maurice Harkless","Maurice","Harkless","maurice","harkless",NA,"h/harklma01","harklma01",2013,2019,"6591/maurice-harkless",6591,"maurice-harkless",NA,NA,"St","st-johns-ny",NA,NA,"maurice-harkless-1",NA,NA
"Meyers Leonard","Meyers","Leonard","meyers","leonard",NA,"l/leoname01","leoname01",2013,2019,"6605/meyers-leonard",6605,"meyers-leonard",NA,NA,"Illinois",NA,NA,NA,"meyers-leonard-1",NA,NA
"Michael Kidd-Gilchrist","Michael","Kidd-Gilchrist","michael","kidd-gilchrist",NA,"k/kiddgmi01","kiddgmi01",2013,2019,"6601/michael-kidd-gilchrist",6601,"michael-kidd-gilchrist",NA,NA,NA,"kentucky",NA,NA,"michael-kidd-gilchrist-1",NA,NA
"Mike Scott","Mike","Scott","mike","scott",NA,"s/scottmi01","scottmi01",2013,2019,"6622/mike-scott",6622,"mike-scott",NA,NA,NA,"virginia",NA,NA,"mike-scott-4",NA,NA
"Miles Plumlee","Miles","Plumlee","miles","plumlee",NA,"p/plumlmi01","plumlmi01",2013,2019,"6616/miles-plumlee",6616,"miles-plumlee",NA,NA,NA,"duke",NA,NA,"miles-plumlee-1",NA,NA
"Mirza Teletovic","Mirza","Teletovic","mirza","teletovic",NA,"t/teletmi01","teletmi01",2013,2018,"4385/mirza-teletovic",4385,"mirza-teletovic",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nando De Colo","Nando","De Colo","nando","de colo",NA,"d/decolna01","decolna01",2013,2014,"3977/nando-de-colo",3977,"nando-de-colo",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Orlando Johnson","Orlando","Johnson","orlando","johnson",NA,"j/johnsor01","johnsor01",2013,2016,"6595/orlando-johnson",6595,"orlando-johnson",NA,NA,NA,"loyola-marymount","UC","california-santa-barbara","orlando-johnson-1",NA,NA
"Pablo Prigioni","Pablo","Prigioni","pablo","prigioni",NA,"p/prigipa01","prigipa01",2013,2016,"4182/pablo-prigioni",4182,"pablo-prigioni",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Patrick Beverley","Patrick","Beverley","patrick","beverley",NA,"b/beverpa01","beverpa01",2013,2019,"3964/patrick-beverley",3964,"patrick-beverley",NA,NA,NA,"arkansas",NA,NA,"patrick-beverley-1",NA,NA
"Perry Jones","Perry","Jones","perry","jones",NA,"j/jonespe01","jonespe01",2013,2015,"6598/perry-jones",6598,"perry-jones",NA,NA,NA,"baylor",NA,NA,"perry-jones-1",NA,NA
"Quincy Acy","Quincy","Acy","quincy","acy",NA,"a/acyqu01","acyqu01",2013,2019,"6576/quincy-acy",6576,"quincy-acy",NA,NA,NA,"baylor",NA,NA,"quincy-acy-1",NA,NA
"Quincy Miller","Quincy","Miller","quincy","miller",NA,"m/millequ01","millequ01",2013,2015,"6611/quincy-miller",6611,"quincy-miller",NA,NA,NA,"baylor",NA,NA,"quincy-miller-1",NA,NA
"Robert Sacre","Robert","Sacre","robert","sacre",NA,"s/sacrero01","sacrero01",2013,2016,"6620/robert-sacre",6620,"robert-sacre",NA,NA,NA,"gonzaga",NA,NA,"robert-sacre-1",NA,NA
"Scott Machado","Scott","Machado","scott","machado",NA,"m/machasc01","machasc01",2013,2019,"6644/scott-machado",6644,"scott-machado",NA,NA,"Iona",NA,NA,NA,"scott-machado-1",NA,NA
"Terrence Jones","Terrence","Jones","terrence","jones",NA,"j/joneste01","joneste01",2013,2019,"6597/terrence-jones",6597,"terrence-jones",NA,NA,NA,"kentucky",NA,NA,"terrence-jones-1",NA,NA
"Terrence Ross","Terrence","Ross","terrence","ross",NA,"r/rosste01","rosste01",2013,2019,"6619/terrence-ross",6619,"terrence-ross",NA,NA,NA,"washington",NA,NA,"terrence-ross-1",NA,NA
"Thomas Robinson","Thomas","Robinson","thomas","robinson",NA,"r/robinth01","robinth01",2013,2017,"6618/thomas-robinson",6618,"thomas-robinson",NA,NA,NA,"kansas",NA,NA,"thomas-robinson-2",NA,NA
"Tim Ohlbrecht","Tim","Ohlbrecht","tim","ohlbrecht",NA,"o/ohlbrti01","ohlbrti01",2013,2013,"2308999/tim-ohlbrecht",2308999,"tim-ohlbrecht",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tony Wroten","Tony","Wroten","tony","wroten",NA,"w/wroteto01","wroteto01",2013,2016,"6630/tony-wroten",6630,"tony-wroten",NA,NA,NA,"washington",NA,NA,"tony-wroten-1",NA,NA
"Tornike Shengelia","Tornike","Shengelia","tornike","shengelia",NA,"s/shengto01","shengto01",2013,2014,"6623/tornike-shengelia",6623,"tornike-shengelia",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tyler Zeller","Tyler","Zeller","tyler","zeller",NA,"z/zellety01","zellety01",2013,2019,"6631/tyler-zeller",6631,"tyler-zeller",NA,NA,NA,"north-carolina",NA,NA,"tyler-zeller-1",NA,NA
"Tyshawn Taylor","Tyshawn","Taylor","tyshawn","taylor",NA,"t/tayloty01","tayloty01",2013,2014,"6625/tyshawn-taylor",6625,"tyshawn-taylor",NA,NA,NA,"kansas",NA,NA,"tyshawn-taylor-1",NA,NA
"Victor Claver","Victor","Claver","victor","claver",NA,"c/clavevi01","clavevi01",2013,2015,"3972/victor-claver",3972,"victor-claver",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Will Barton","Will","Barton","will","barton",NA,"b/bartowi01","bartowi01",2013,2019,"6579/will-barton",6579,"will-barton",NA,NA,NA,"memphis",NA,NA,"will-barton-1",NA,NA
"Adonis Thomas","Adonis","Thomas","adonis","thomas",NA,"t/thomaad01","thomaad01",2014,2014,"2595274/adonis-thomas",2595274,"adonis-thomas",NA,NA,NA,"memphis",NA,NA,"adonis-thomas-1",NA,NA
"Alex Len","Alex","Len","alex","len",NA,"l/lenal01","lenal01",2014,2019,"2596107/alex-len",2596107,"alex-len",NA,NA,NA,"maryland",NA,NA,"alex-len-1",NA,NA
"Allen Crabbe","Allen","Crabbe","allen","crabbe",NA,"c/crabbal01","crabbal01",2014,2019,"2531210/allen-crabbe",2531210,"allen-crabbe",NA,NA,"University of California",NA,NA,NA,"allen-crabbe-1",NA,NA
"Andre Roberson","Andre","Roberson","andre","roberson",NA,"r/roberan03","roberan03",2014,2018,"2530596/andre-roberson",2530596,"andre-roberson",NA,NA,NA,"colorado",NA,NA,"andre-roberson-1",NA,NA
"Anthony Bennett","Anthony","Bennett","anthony","bennett",NA,"b/bennean01","bennean01",2014,2017,"2991473/anthony-bennett",2991473,"anthony-bennett",NA,NA,"Nevada","nevada-las-vegas",NA,NA,"anthony-bennett-1",NA,NA
"Archie Goodwin","Archie","Goodwin","archie","goodwin",NA,"g/goodwar01","goodwar01",2014,2017,"2991281/archie-goodwin",2991281,"archie-goodwin",NA,NA,NA,"kentucky",NA,NA,"archie-goodwin-1",NA,NA
"Arinze Onuaku","Arinze","Onuaku","arinze","onuaku",NA,"o/onuakar01","onuakar01",2014,2017,"2202117/arinze-onuaku",2202117,"arinze-onuaku",NA,NA,NA,"syracuse",NA,NA,"arinze-onuaku-1",NA,NA
"Ben McLemore","Ben","McLemore","ben","mclemore",NA,"m/mclembe01","mclembe01",2014,2019,"2578213/ben-mclemore",2578213,"ben-mclemore",NA,NA,NA,"kansas",NA,NA,"ben-mclemore-1",NA,NA
"Brandon Davies","Brandon","Davies","brandon","davies",NA,"d/daviebr01","daviebr01",2014,2015,"2490144/brandon-davies",2490144,"brandon-davies",NA,NA,NA,"brigham-young",NA,NA,"brandon-davies-1",NA,NA
